rate_form,param,m,eta
volchange,1,4.080571547,0.2445538920
volchange,1,4.457296218,0.2240926635
volchange,1,4.868800693,0.2052651710
volchange,1,5.318295897,0.1879739293
volchange,1,5.809289193,0.1721142508
volchange,1,6.345611749,0.1575797968
volchange,1,6.931448432,0.1442665458
volchange,1,7.571370462,0.1320753282
volchange,1,8.270371084,0.1209132044
volchange,1,9.033904523,0.1106940096
volchange,1,9.86792855,0.1013383665
volchange,1,10.77895096,0.0927734012
volchange,1,11.77408037,0.0849323222
volchange,1,12.86108167,0.0777539575
volchange,1,14.0484366,0.0711822979
volchange,1,15.34540998,0.0651660660
volchange,1,16.76212194,0.0596583179
volchange,1,18.30962695,0.0546160773
volchange,1,20,0.0500000001
volchange,-0.5,0.1,0.9974286923
volchange,-0.5,0.1092321545,0.9969329236
volchange,-0.5,0.1193166358,0.9963417808
volchange,-0.5,0.1303321321,0.9956370073
volchange,-0.5,0.1423645959,0.9947968915
volchange,-0.5,0.1555079154,0.9937956294
volchange,-0.5,0.1698646465,0.9926025781
volchange,-0.5,0.1855468131,0.9911813835
volchange,-0.5,0.2026767817,0.9894889671
volchange,-0.5,0.2213882153,0.9874743565
volchange,-0.5,0.2418271175,0.9850773455
volchange,-0.5,0.2641529707,0.9822269780
volchange,-0.5,0.2885399812,0.9788398558
volchange,-0.5,0.3151784381,0.9748182895
volchange,-0.5,0.3442761986,0.9700483366
volchange,-0.5,0.3760603093,0.9643978125
volchange,-0.5,0.4107787782,0.9577144220
volchange,-0.5,0.4487025098,0.9498242475
volchange,-0.5,0.4901274189,0.9405309567
volchange,-0.5,0.5353767397,0.9296162610
volchange,-0.5,0.5848035476,0.9168423626
volchange,-0.5,0.6387935149,0.9019573617
volchange,-0.5,0.6977679194,0.8847047928
volchange,-0.5,0.762186932,0.8648385179
volchange,-0.5,0.8325532074,0.8421439405
volchange,-0.5,0.9094158061,0.8164656608
volchange,-0.5,0.9933744787,0.7877400545
volchange,-0.5,1.085084346,0.7560288128
volchange,-0.5,1.185261009,0.7215467316
volchange,-0.5,1.294686137,0.6846752070
volchange,-0.5,1.414213562,0.6459535844
volchange,-0.5,1.544775944,0.6060447998
volchange,-0.5,1.687392046,0.5656788966
volchange,-0.5,1.843174688,0.5255851462
volchange,-0.5,2.013339423,0.4864271590
volchange,-0.5,2.19921403,0.4487537354
volchange,-0.5,2.402248868,0.4129724424
volchange,-0.5,2.624028196,0.3793460223
volchange,-0.5,2.866282534,0.3480065916
volchange,-0.5,3.130902167,0.3189803536
volchange,-0.5,3.419951893,0.2922158704
volchange,-0.5,3.735687137,0.2676107196
volchange,-0.5,4.080571547,0.2450335469
volchange,-0.5,4.457296218,0.2243404309
volchange,-0.5,4.868800693,0.2053858267
volchange,-0.5,5.318295897,0.1880290879
volchange,-0.5,5.809289193,0.1721378112
volchange,-0.5,6.345611749,0.1575891495
volchange,-0.5,6.931448432,0.1442699758
volchange,-0.5,7.571370462,0.1320764826
volchange,-0.5,8.270371084,0.1209135583
volchange,-0.5,9.033904523,0.1106941076
volchange,-0.5,9.86792855,0.1013383908
volchange,-0.5,10.77895096,0.0927734067
volchange,-0.5,11.77408037,0.0849323232
volchange,-0.5,12.86108167,0.0777539598
volchange,-0.5,14.0484366,0.0711823031
volchange,-0.5,15.34540998,0.0651660664
volchange,-0.5,16.76212194,0.0596582908
volchange,-0.5,18.30962695,0.0546157142
volchange,-0.5,20,0.0500000000
volchange,-0.25,0.1,0.9969945015
volchange,-0.25,0.1092321545,0.9964160245
volchange,-0.25,0.1193166358,0.9957266854
volchange,-0.25,0.1303321321,0.9949054402
volchange,-0.25,0.1423645959,0.9939273359
volchange,-0.25,0.1555079154,0.9927628198
volchange,-0.25,0.1698646465,0.9913769438
volchange,-0.25,0.1855468131,0.9897284511
volchange,-0.25,0.2026767817,0.9877687410
volchange,-0.25,0.2213882153,0.9854407066
volchange,-0.25,0.2418271175,0.9826774529
volchange,-0.25,0.2641529707,0.9794009095
volchange,-0.25,0.2885399812,0.9755203741
volchange,-0.25,0.3151784381,0.9709310455
volchange,-0.25,0.3442761986,0.9655126426
volchange,-0.25,0.3760603093,0.9591282521
volchange,-0.25,0.4107787782,0.9516236108
volchange,-0.25,0.4487025098,0.9428271072
volchange,-0.25,0.4901274189,0.9325508744
volchange,-0.25,0.5353767397,0.9205934442
volchange,-0.25,0.5848035476,0.9067445126
volchange,-0.25,0.6387935149,0.8907924055
volchange,-0.25,0.6977679194,0.8725347863
volchange,-0.25,0.762186932,0.8517929344
volchange,-0.25,0.8325532074,0.8284295003
volchange,-0.25,0.9094158061,0.8023689285
volchange,-0.25,0.9933744787,0.7736187715
volchange,-0.25,1.085084346,0.7422890201
volchange,-0.25,1.185261009,0.7086056597
volchange,-0.25,1.294686137,0.6729143904
volchange,-0.25,1.414213562,0.6356712542
volchange,-0.25,1.544775944,0.5974190069
volchange,-0.25,1.687392046,0.5587510946
volchange,-0.25,1.843174688,0.5202681800
volchange,-0.25,2.013339423,0.4825341710
volchange,-0.25,2.19921403,0.4460388244
volchange,-0.25,2.402248868,0.4111722051
volchange,-0.25,2.624028196,0.3782132917
volchange,-0.25,2.866282534,0.3473319379
volchange,-0.25,3.130902167,0.3186011274
volchange,-0.25,3.419951893,0.2920154100
volchange,-0.25,3.735687137,0.2675114877
volchange,-0.25,4.080571547,0.2449877676
volchange,-0.25,4.457296218,0.2243208559
volchange,-0.25,4.868800693,0.2053781161
volchange,-0.25,5.318295897,0.1880263090
volchange,-0.25,5.809289193,0.1721369017
volchange,-0.25,6.345611749,0.1575888815
volchange,-0.25,6.931448432,0.1442699052
volchange,-0.25,7.571370462,0.1320764662
volchange,-0.25,8.270371084,0.1209135550
volchange,-0.25,9.033904523,0.1106941070
volchange,-0.25,9.86792855,0.1013383907
volchange,-0.25,10.77895096,0.0927734066
volchange,-0.25,11.77408037,0.0849323232
volchange,-0.25,12.86108167,0.0777539575
volchange,-0.25,14.0484366,0.0711822988
volchange,-0.25,15.34540998,0.0651660688
volchange,-0.25,16.76212194,0.0596583184
volchange,-0.25,18.30962695,0.0546160803
volchange,-0.25,20,0.0500001062
