band_hw,Re,Sh_minus_2_over_Sc13,col_px,row_px,shape_fitted,fit_score
5,45.5675,11.2463,811.97,792.68,tri_up,0.753
5,46.1218,13.605,814.08,764.84,circle,0.71
5,48.6026,10.3432,823.25,804.95,tri_left,0.76
5,53.1161,10.923,838.78,797.02,hexag,0.745
5,53.5003,9.0739,840.04,824.15,circle,0.761
5,54.4768,9.995,843.2,810.02,tri_down,0.614
5,55.0815,13.1334,845.13,770.09,square,0.833
5,56.3412,14.9535,849.08,751.12,tri_down,0.842
5,57.3077,9.1089,852.06,823.63,circle,0.746
5,58.6142,11.7822,856.0,786.0,wide_dia,0.745
5,58.9604,10.5348,857.03,802.37,circle,0.762
5,63.2892,14.0348,869.42,760.45,tri_up,0.891
5,64.9201,9.4622,873.87,818.13,square,0.891
5,65.6385,10.7678,875.79,799.23,tri_down,0.752
5,69.1061,12.648,884.8,775.71,square,0.531
5,70.6776,16.002,888.73,741.32,hexag,0.933
5,73.4708,12.9617,895.51,772.16,wide_dia,0.643
5,77.6043,11.787,905.08,786.09,circle,0.682
5,79.1054,15.8876,908.43,742.43,tri_up,0.952
5,83.9034,9.3399,918.73,820.17,wide_dia,0.729
5,84.4752,13.1635,919.91,769.97,wide_dia,0.917
5,85.5886,14.7077,922.2,753.76,tri_left,0.797
5,87.7101,11.6801,926.48,787.48,wide_dia,0.769
5,87.8642,10.0688,926.79,809.2,tri_up,0.754
5,88.8956,16.9698,928.83,732.85,wide_dia,0.903
5,91.8254,14.0892,934.5,760.08,tri_up,0.661
5,94.7636,14.8996,940.01,751.91,circle,0.625
5,98.7003,18.8448,947.13,717.57,tri_down,0.694
5,104.6829,21.5748,957.42,697.81,circle,0.851
5,105.8631,14.9316,959.38,751.65,circle,0.74
5,106.7427,16.8221,960.83,734.22,hexag,0.894
5,117.7193,17.3339,977.94,729.88,hexag,0.912
5,118.0837,14.42,978.48,756.81,diamond,0.936
5,125.4721,21.425,989.1,698.92,tri_up,0.866
5,127.317,16.9675,991.65,733.05,square,0.723
5,128.3176,24.0076,993.02,682.28,wide_dia,0.782
5,132.0651,15.1296,998.05,749.84,tri_up,0.892
5,133.5719,19.1547,1000.04,715.34,tri_down,0.751
5,135.8379,16.9963,1002.98,732.83,square,0.675
5,139.655,26.9099,1007.83,665.62,hexag,0.971
5,142.4337,20.7497,1011.27,703.67,tri_left,0.821
5,144.9521,16.9225,1014.34,733.5,wide_dia,0.716
5,154.0856,18.1894,1025.02,722.97,hexag,0.93
5,155.9755,21.588,1027.15,697.92,circle,0.75
5,166.8936,20.4042,1038.98,706.2,wide_dia,0.683
5,169.1812,25.9292,1041.36,671.15,tri_down,0.928
5,170.8312,18.3379,1043.06,721.84,square,0.837
5,175.886,16.5843,1048.16,736.56,diamond,0.842
5,177.0854,23.0412,1049.35,688.45,hexag,0.805
5,193.7335,30.3274,1065.06,648.29,hexag,0.762
5,198.9017,25.235,1069.67,675.2,tri_right,0.606
5,204.7666,23.3056,1074.75,686.85,square,0.77
5,206.2701,28.3221,1076.03,658.33,diamond,0.762
5,213.4627,33.2609,1082.02,634.83,tri_down,0.833
5,228.2507,26.505,1093.74,668.08,tri_down,0.744
5,232.1712,23.5729,1096.71,685.25,circle,0.942
5,234.5167,35.1508,1098.47,626.79,hexag,0.852
5,252.7369,26.0907,1111.56,670.44,circle,0.836
5,259.7674,35.5955,1116.35,625.0,square,0.859
5,264.0827,22.6773,1119.23,690.98,tri_down,0.857
5,269.8645,29.6491,1123.02,651.76,tri_down,0.794
5,293.1988,30.1108,1137.52,649.54,wide_dia,0.792
5,300.419,35.6635,1141.78,624.79,star,0.739
5,307.1479,37.8497,1145.65,616.09,hexag,0.777
5,317.192,33.2373,1151.28,635.12,square,0.854
5,341.6066,38.1336,1164.25,615.05,hexag,0.927
5,350.6509,33.5025,1168.82,634.01,square,0.64
5,371.6351,44.4663,1178.98,592.61,circle,0.857
5,375.9785,30.6308,1181.01,647.16,hexag,0.599
5,406.9203,46.7465,1194.84,585.33,tri_down,0.675
5,409.775,42.243,1196.06,600.16,diamond,0.825
5,410.2006,31.3936,1196.25,643.6,square,0.735
5,432.6128,38.832,1205.55,612.51,hexag,0.931
5,443.9135,47.5589,1210.06,582.85,square,0.716
5,504.2644,51.1642,1232.35,572.22,diamond,0.822
5,520.1403,42.5823,1237.77,599.1,tri_down,0.835
5,532.1083,49.1979,1241.75,577.98,hexag,0.756
5,598.7412,53.0148,1262.38,567.1,tri_down,0.902
5,612.8891,45.3095,1266.46,590.09,circle,0.798
5,637.9681,59.5262,1273.48,550.17,hexag,0.898
5,709.5644,58.985,1292.08,551.56,diamond,0.89
5,732.9897,55.9434,1297.76,559.32,tri_down,0.71
5,736.0861,49.6989,1298.5,576.65,circle,0.778
5,834.1441,49.7826,1320.36,576.46,diamond,0.814
5,861.7228,66.5951,1326.05,533.88,wide_dia,0.92
5,896.2693,57.3068,1332.93,555.89,tri_down,0.824
5,970.0755,59.3311,1346.77,550.84,tri_up,0.742
5,1047.1378,57.5017,1360.13,555.46,tri_down,0.848
5,1134.8235,82.2476,1374.2,503.11,circle,0.962
5,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
5,1293.3799,88.9354,1397.07,491.72,circle,0.923
5,1317.243,74.0567,1400.26,518.53,circle,0.923
5,1714.0151,99.5407,1446.31,475.35,hexag,0.986
5,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
7,3.0309,3.1366,338.0,977.87,tri_down,0.77
7,3.0722,2.8405,340.37,992.37,tri_up,0.84
7,3.0981,2.4917,341.84,1011.52,hexag,0.786
7,3.2658,3.3635,351.06,967.7,tri_up,0.768
7,3.4882,2.4632,362.58,1013.27,tri_left,0.601
7,3.5657,2.8698,366.42,990.95,tri_up,0.599
7,3.6822,3.4736,372.04,963.07,circle,0.903
7,3.7422,2.7286,374.87,998.36,tri_left,0.63
7,3.9972,3.7742,386.4,950.98,circle,0.87
7,4.0758,5.0304,389.8,909.0,square,0.647
7,4.0894,4.3622,390.38,929.83,circle,0.745
7,4.1137,2.8717,391.42,990.94,hexag,0.726
7,4.2598,3.1774,397.52,976.18,hexag,0.777
7,4.3594,4.7141,401.57,918.53,wide_dia,0.607
7,4.5627,5.284,409.54,901.87,circle,0.762
7,4.8277,4.1646,419.41,936.7,square,0.722
7,5.0745,2.2254,428.13,1028.33,hexag,0.833
7,5.0856,3.2575,428.51,972.64,circle,0.768
7,5.1931,2.4953,432.17,1011.61,hexag,0.818
7,5.6522,4.2352,446.98,934.33,circle,0.796
7,5.7759,3.4481,450.77,964.4,tri_right,0.988
7,6.601,3.6402,474.12,956.55,tri_up,0.965
7,6.9354,2.8662,482.76,991.52,circle,0.959
7,7.2045,3.9894,489.42,943.21,circle,0.816
7,7.6708,3.5322,500.38,961.04,square,0.704
7,7.757,5.3251,502.34,901.03,circle,0.798
7,7.9861,3.358,507.43,968.46,wide_dia,0.773
7,8.0356,4.5144,508.51,925.2,tri_up,0.723
7,8.1121,7.0874,510.17,859.27,hexag,0.877
7,8.3008,5.66,514.19,892.16,circle,0.685
7,8.3049,3.6319,514.27,957.01,wide_dia,0.988
7,8.9233,3.4333,526.83,965.28,circle,0.823
7,8.9274,5.9915,526.91,883.88,tri_up,0.804
7,9.0552,3.766,529.4,951.76,tri_down,0.888
7,9.596,4.8438,539.54,915.0,wide_dia,0.91
7,10.5497,4.9485,556.11,911.93,tri_up,0.891
7,10.5648,5.5392,556.36,895.45,circle,0.818
7,11.5504,6.9068,571.96,863.23,square,0.842
7,12.5751,4.4363,586.82,928.0,hexag,0.911
7,12.7733,6.65,589.56,868.83,wide_dia,0.911
7,12.9947,6.0989,592.56,881.49,tri_down,0.931
7,13.8064,4.5986,603.16,922.8,hexag,0.891
7,14.2137,6.1934,608.24,879.29,tri_right,0.896
7,14.5387,5.0903,612.2,907.98,tri_down,0.972
7,15.4698,7.1911,623.05,857.49,hexag,0.925
7,15.7306,5.2455,625.98,903.63,tri_right,0.851
7,15.9703,4.4468,628.62,927.79,circle,0.981
7,16.7046,4.9821,636.48,911.2,wide_dia,0.865
7,17.5735,8.7418,645.35,829.01,hexag,0.749
7,17.7064,5.0725,646.67,908.6,tri_right,0.651
7,18.1,5.4356,650.51,898.5,circle,0.748
7,18.3415,7.956,652.83,842.81,circle,0.653
7,19.6838,4.3485,665.18,931.17,hexag,0.922
7,19.7979,8.3186,666.19,836.33,circle,0.697
7,20.1419,7.2894,669.2,855.65,circle,0.985
7,22.7476,5.9904,690.48,884.42,hexag,0.723
7,23.3046,6.5472,694.71,871.43,wide_dia,0.663
7,24.192,6.1474,701.24,880.67,square,0.548
7,25.3902,6.9458,709.7,862.84,wide_dia,0.851
7,25.7645,9.1,712.26,823.34,circle,0.775
7,26.5316,5.7489,717.39,890.52,diamond,0.727
7,27.4595,6.5824,723.4,870.74,hexag,0.688
7,27.5546,7.3713,724.0,854.19,wide_dia,0.971
7,28.3125,10.3499,728.75,804.57,hexag,0.977
7,28.3532,8.9393,729.0,826.0,hexag,0.776
7,30.7442,7.6381,743.16,849.05,square,0.859
7,31.9413,10.579,749.84,801.43,circle,0.742
7,32.3864,9.583,752.26,815.9,tri_up,0.94
7,34.1431,7.3418,761.5,854.89,square,0.728
7,35.7348,11.873,769.46,784.62,tri_left,0.575
7,35.8388,10.5443,769.97,801.98,circle,0.674
7,36.0945,8.2122,771.21,838.54,tri_left,0.679
7,36.5047,13.4786,773.19,766.08,circle,0.892
7,38.1552,7.872,780.92,844.75,circle,0.785
7,38.8047,11.9767,783.88,783.39,square,0.743
7,40.531,8.9715,791.49,825.66,circle,0.753
7,41.1321,7.3201,794.06,855.42,tri_up,0.783
7,42.8022,7.8955,801.02,844.38,hexag,0.589
7,44.1044,12.0962,806.26,782.0,tri_up,0.72
7,44.311,8.5782,807.08,832.27,tri_down,0.613
7,45.476,9.6005,811.62,815.82,circle,0.929
7,46.1218,13.605,814.08,764.84,circle,0.71
7,48.7174,10.4547,823.66,803.39,diamond,0.872
7,49.9758,12.6466,828.12,775.56,tri_down,0.639
7,53.1061,10.9291,838.74,796.94,circle,0.796
7,53.5003,9.0739,840.04,824.15,circle,0.761
7,54.7663,13.32,844.13,768.02,square,0.863
7,56.3412,14.9535,849.08,751.12,tri_down,0.842
7,57.3077,9.1089,852.06,823.63,circle,0.746
7,58.9604,10.5348,857.03,802.37,circle,0.762
7,59.5473,11.8003,858.76,785.78,hexag,0.779
7,64.9201,9.4622,873.87,818.13,square,0.891
7,65.6385,10.7678,875.79,799.23,tri_down,0.752
7,68.7924,12.6403,884.0,775.8,square,0.559
7,70.6776,16.002,888.73,741.32,hexag,0.933
7,73.2603,12.9603,895.0,772.18,wide_dia,0.651
7,77.6043,11.787,905.08,786.09,circle,0.682
7,78.8596,15.9231,907.88,742.1,tri_up,0.947
7,83.9034,9.3399,918.73,820.17,wide_dia,0.729
7,84.4752,13.1635,919.91,769.97,wide_dia,0.917
7,85.6031,14.698,922.23,753.85,tri_left,0.86
7,87.7101,11.6801,926.48,787.48,wide_dia,0.769
7,87.8642,10.0688,926.79,809.2,tri_up,0.754
7,91.8254,14.0892,934.5,760.08,tri_up,0.661
7,92.5325,15.3807,935.84,747.25,tri_left,0.597
7,96.1127,19.6676,942.48,711.3,circle,0.728
7,104.6829,21.5748,957.42,697.81,circle,0.851
7,105.8631,14.9316,959.38,751.65,circle,0.74
7,106.8484,16.8244,961.0,734.2,hexag,0.858
7,118.0837,14.42,978.48,756.81,diamond,0.936
7,121.7975,17.2424,983.9,730.68,tri_up,0.871
7,125.537,21.4752,989.19,698.58,tri_up,0.86
7,128.3176,24.0076,993.02,682.28,wide_dia,0.782
7,132.0651,15.1296,998.05,749.84,tri_up,0.892
7,133.6534,19.0679,1000.14,716.0,tri_down,0.776
7,135.8379,16.9963,1002.98,732.83,square,0.675
7,139.655,26.9099,1007.83,665.62,hexag,0.971
7,143.069,20.1523,1012.05,707.94,wide_dia,0.865
7,144.9521,16.9225,1014.34,733.5,wide_dia,0.716
7,154.0856,18.1894,1025.02,722.97,hexag,0.93
7,156.3028,21.5901,1027.52,697.9,circle,0.751
7,166.7769,20.4816,1038.86,705.65,tri_right,0.717
7,169.0896,25.9223,1041.27,671.19,tri_down,0.919
7,170.8312,18.3379,1043.06,721.84,square,0.837
7,175.886,16.5843,1048.16,736.56,diamond,0.842
7,176.7365,22.9875,1049.01,688.79,hexag,0.822
7,194.8748,30.1811,1066.09,649.0,circle,0.8
7,204.8328,23.2567,1074.8,687.16,circle,0.815
7,205.5058,28.5718,1075.38,657.05,diamond,0.753
7,213.4627,33.2609,1082.02,634.83,tri_down,0.833
7,228.6533,26.5246,1094.04,667.98,tri_down,0.779
7,232.1712,23.5729,1096.71,685.25,circle,0.942
7,234.5167,35.1508,1098.47,626.79,hexag,0.852
7,253.6337,26.15,1112.17,670.11,square,0.836
7,259.7674,35.5955,1116.35,625.0,square,0.859
7,264.0827,22.6773,1119.23,690.98,tri_down,0.857
7,269.8816,29.6213,1123.03,651.9,tri_down,0.871
7,293.9659,30.1619,1137.98,649.29,circle,0.844
7,307.49,37.8934,1145.85,615.92,hexag,0.83
7,316.542,32.9297,1150.92,636.48,tri_down,0.878
7,339.4703,38.4729,1163.15,613.75,hexag,0.952
7,349.1041,33.3095,1168.04,634.85,circle,0.674
7,371.3514,44.3621,1178.85,592.95,circle,0.86
7,394.8274,32.2024,1189.57,639.86,square,0.848
7,406.8959,46.7787,1194.83,585.23,tri_down,0.678
7,432.9948,38.6521,1205.7,613.19,diamond,0.933
7,443.4849,47.4253,1209.89,583.26,square,0.742
7,499.8913,51.6917,1230.83,570.71,circle,0.865
7,520.1403,42.5823,1237.77,599.1,tri_down,0.835
7,536.4706,51.1,1243.18,572.43,tri_up,0.744
7,598.773,54.2959,1262.39,563.6,tri_down,0.918
7,612.7046,44.9886,1266.41,591.13,circle,0.813
7,638.2964,59.5481,1273.57,550.12,hexag,0.903
7,726.2317,53.3562,1296.14,566.25,square,0.635
7,731.4792,49.0656,1297.4,578.52,hexag,0.793
7,769.872,47.2673,1306.34,584.01,tri_down,0.635
7,834.1441,49.7826,1320.36,576.46,diamond,0.814
7,897.8328,57.2729,1333.23,555.98,tri_down,0.822
7,970.0755,59.3311,1346.77,550.84,tri_up,0.742
7,1047.1378,57.5017,1360.13,555.46,tri_down,0.848
7,1134.104,82.2946,1374.08,503.02,circle,0.962
7,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
7,1293.3799,88.9354,1397.07,491.72,circle,0.923
7,1317.243,74.0567,1400.26,518.53,circle,0.922
7,1715.8356,101.7161,1446.49,472.19,wide_dia,0.971
7,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
10,3.0309,3.1366,338.0,977.87,tri_down,0.77
10,3.0722,2.8405,340.37,992.37,tri_up,0.84
10,3.1016,2.497,342.04,1011.21,circle,0.817
10,3.2658,3.3635,351.06,967.7,tri_up,0.768
10,3.396,2.5732,357.89,1006.87,tri_right,0.547
10,3.5067,2.7459,363.5,997.39,circle,0.644
10,3.6822,3.4736,372.04,963.07,circle,0.903
10,3.7433,2.732,374.92,998.17,tri_left,0.623
10,3.9972,3.7742,386.4,950.98,circle,0.87
10,4.0758,5.0304,389.8,909.0,square,0.647
10,4.0894,4.3622,390.38,929.83,circle,0.745
10,4.1065,2.8756,391.12,990.74,hexag,0.763
10,4.2407,3.1595,396.74,977.0,tri_up,0.812
10,4.3594,4.7141,401.57,918.53,wide_dia,0.607
10,4.5627,5.284,409.54,901.87,circle,0.762
10,4.8277,4.1646,419.41,936.7,square,0.722
10,4.8579,3.233,420.5,973.72,wide_dia,0.779
10,5.0745,2.2254,428.13,1028.33,hexag,0.833
10,5.1754,3.4029,431.57,966.27,tri_right,0.841
10,5.1931,2.4953,432.17,1011.61,hexag,0.818
10,5.6522,4.2352,446.98,934.33,circle,0.796
10,6.9354,2.8662,482.76,991.52,circle,0.959
10,7.2111,3.9908,489.58,943.16,circle,0.798
10,7.5456,4.3106,497.51,931.92,tri_right,0.645
10,7.757,5.3251,502.34,901.03,circle,0.798
10,8.0373,4.5179,508.55,925.09,tri_up,0.75
10,8.077,3.3562,509.41,968.54,diamond,0.839
10,8.1121,7.0874,510.17,859.27,hexag,0.877
10,8.3008,5.66,514.19,892.16,circle,0.685
10,8.9199,3.4409,526.77,964.95,circle,0.838
10,8.9274,5.9915,526.91,883.88,tri_up,0.804
10,8.9842,3.7263,528.02,953.31,circle,0.758
10,9.5781,4.8042,539.22,916.2,wide_dia,0.968
10,10.5487,4.9389,556.1,912.21,tri_up,0.868
10,10.5648,5.5392,556.36,895.45,circle,0.818
10,11.5504,6.9068,571.96,863.23,square,0.842
10,12.5732,4.443,586.8,927.78,hexag,0.909
10,12.7733,6.65,589.56,868.83,wide_dia,0.911
10,12.9947,6.0989,592.56,881.49,tri_down,0.931
10,13.7627,4.6199,602.6,922.12,circle,0.894
10,14.1372,6.2431,607.3,878.11,tri_right,0.956
10,14.61,5.0589,613.05,908.88,tri_down,0.967
10,15.4698,7.1911,623.05,857.49,hexag,0.925
10,15.9703,4.4468,628.62,927.79,circle,0.981
10,16.2705,5.121,631.88,907.16,tri_left,0.872
10,17.5735,8.7418,645.35,829.01,hexag,0.749
10,18.062,5.4194,650.14,898.94,circle,0.815
10,18.3415,7.956,652.83,842.81,circle,0.653
10,19.6838,4.3485,665.18,931.17,hexag,0.922
10,19.7979,8.3186,666.19,836.33,circle,0.697
10,20.1141,7.294,668.96,855.56,hexag,0.969
10,22.8797,6.0168,691.49,883.78,hexag,0.741
10,24.3371,6.1545,702.29,880.5,square,0.507
10,25.4758,6.9726,710.29,862.28,wide_dia,0.834
10,25.8984,9.0919,713.16,823.48,hexag,0.821
10,26.5316,5.7489,717.39,890.52,diamond,0.727
10,27.4595,6.5824,723.4,870.74,hexag,0.688
10,28.3125,10.3499,728.75,804.57,hexag,0.977
10,28.3773,8.9419,729.15,825.96,hexag,0.792
10,30.8112,7.6064,743.54,849.66,square,0.926
10,31.9206,10.5698,749.72,801.56,circle,0.743
10,34.1431,7.3418,761.5,854.89,square,0.728
10,35.7348,11.873,769.46,784.62,tri_left,0.575
10,35.8376,10.5488,769.97,801.91,circle,0.675
10,36.2801,8.557,772.11,832.52,tri_left,0.912
10,36.5047,13.4786,773.19,766.08,circle,0.892
10,38.1552,7.872,780.92,844.75,circle,0.785
10,38.8047,11.9767,783.88,783.39,square,0.743
10,40.5072,8.951,791.38,826.0,circle,0.783
10,41.1321,7.3201,794.06,855.42,tri_up,0.783
10,42.8022,7.8955,801.02,844.38,hexag,0.589
10,43.7778,12.2674,804.96,779.95,wide_dia,0.734
10,44.311,8.5782,807.08,832.27,tri_down,0.613
10,45.4021,9.6398,811.33,815.22,circle,0.983
10,46.1218,13.605,814.08,764.84,circle,0.71
10,50.38,10.1405,829.53,807.87,hexag,0.827
10,53.5003,9.0739,840.04,824.15,circle,0.761
10,54.8938,13.3698,844.53,767.48,circle,0.915
10,56.3412,14.9535,849.08,751.12,tri_down,0.842
10,57.3077,9.1089,852.06,823.63,circle,0.746
10,58.9449,10.5495,856.98,802.17,circle,0.777
10,60.0264,11.6585,860.16,787.56,wide_dia,0.771
10,64.9201,9.4622,873.87,818.13,square,0.891
10,65.6385,10.7678,875.79,799.23,tri_down,0.752
10,67.4869,12.535,880.65,777.01,tri_up,0.659
10,70.6776,16.002,888.73,741.32,hexag,0.933
10,73.2504,12.9265,894.98,772.56,wide_dia,0.697
10,77.6043,11.787,905.08,786.09,circle,0.682
10,78.8596,15.9231,907.88,742.1,tri_up,0.947
10,83.9034,9.3399,918.73,820.17,wide_dia,0.729
10,84.4752,13.1635,919.91,769.97,wide_dia,0.917
10,85.5687,14.7348,922.16,753.49,tri_left,0.83
10,87.7101,11.6801,926.48,787.48,wide_dia,0.769
10,87.8642,10.0688,926.79,809.2,tri_up,0.754
10,92.5091,14.0969,935.8,760.0,diamond,0.666
10,95.8419,20.0016,941.99,708.84,circle,0.832
10,104.6829,21.5748,957.42,697.81,circle,0.851
10,105.6416,14.921,959.01,751.76,square,0.794
10,106.8969,16.4314,961.08,737.66,tri_right,0.885
10,118.0837,14.42,978.48,756.81,diamond,0.936
10,122.4817,21.8428,984.88,696.08,tri_up,0.866
10,127.2993,16.9693,991.63,733.03,square,0.755
10,127.9535,23.9235,992.52,682.79,diamond,0.83
10,132.0651,15.1296,998.05,749.84,tri_up,0.892
10,133.3185,18.8502,999.7,717.68,wide_dia,0.797
10,135.846,16.994,1002.99,732.85,square,0.675
10,139.655,26.9099,1007.83,665.62,hexag,0.971
10,144.9521,16.9225,1014.34,733.5,wide_dia,0.716
10,154.0856,18.1894,1025.02,722.97,hexag,0.93
10,166.5274,20.4666,1038.6,705.75,wide_dia,0.882
10,169.0539,25.9144,1041.23,671.23,tri_down,0.913
10,170.8312,18.3379,1043.06,721.84,square,0.837
10,175.8237,22.1905,1048.1,693.95,wide_dia,0.849
10,175.886,16.5843,1048.16,736.56,diamond,0.842
10,184.8021,22.7904,1056.81,690.07,tri_up,0.679
10,194.1229,30.2805,1065.41,648.52,circle,0.912
10,204.2227,23.1786,1074.28,687.65,square,0.819
10,213.4627,33.2609,1082.02,634.83,tri_down,0.833
10,232.1712,23.5729,1096.71,685.25,circle,0.942
10,233.4933,26.773,1097.71,666.62,tri_down,0.702
10,234.5167,35.1508,1098.47,626.79,hexag,0.852
10,252.6304,26.1068,1111.48,670.35,circle,0.904
10,259.7674,35.5955,1116.35,625.0,square,0.859
10,264.0827,22.6773,1119.23,690.98,tri_down,0.857
10,294.2782,30.1914,1138.17,649.15,circle,0.898
10,308.6685,38.079,1146.52,615.21,circle,0.888
10,345.5531,33.0575,1166.26,635.96,tri_down,0.827
10,371.3457,44.3624,1178.84,592.95,circle,0.859
10,395.8101,32.0573,1190.0,640.52,square,0.788
10,406.9888,46.7401,1194.87,585.35,tri_down,0.722
10,432.0953,38.3935,1205.34,614.17,diamond,0.951
10,442.2588,47.7842,1209.41,582.16,circle,0.778
10,500.1581,51.8834,1230.92,570.17,tri_down,0.902
10,520.1403,42.5823,1237.77,599.1,tri_down,0.835
10,609.3603,44.8745,1265.46,591.5,circle,0.807
10,638.0777,59.5325,1273.51,550.16,hexag,0.904
10,732.9826,48.9876,1297.76,578.75,square,0.85
10,769.872,47.2673,1306.34,584.01,tri_down,0.635
10,834.1441,49.7826,1320.36,576.46,diamond,0.814
10,897.6322,57.2883,1333.19,555.94,tri_down,0.883
10,969.9604,59.4032,1346.74,550.67,tri_up,0.778
10,1047.1378,57.5017,1360.13,555.46,tri_down,0.848
10,1133.8437,82.2354,1374.04,503.13,circle,0.958
10,1189.5967,68.0326,1382.44,530.9,tri_down,0.912
10,1293.3799,88.9354,1397.07,491.72,circle,0.923
10,1317.3482,74.1456,1400.28,518.35,circle,0.92
10,2451.3493,97.4041,1508.88,478.69,tri_left,0.949
14,3.0309,3.1366,338.0,977.87,tri_down,0.77
14,3.0722,2.8405,340.37,992.37,tri_up,0.84
14,3.1064,2.5146,342.31,1010.19,circle,0.911
14,3.2658,3.3635,351.06,967.7,tri_up,0.768
14,3.3221,2.7009,354.04,999.78,diamond,0.602
14,3.5304,2.8111,364.68,993.97,square,0.765
14,3.6822,3.4736,372.04,963.07,circle,0.903
14,3.8152,2.8178,378.25,993.67,tri_left,0.74
14,3.9972,3.7742,386.4,950.98,circle,0.87
14,4.0758,5.0304,389.8,909.0,square,0.647
14,4.0876,2.9147,390.31,988.76,wide_dia,0.795
14,4.0894,4.3622,390.38,929.83,circle,0.745
14,4.2412,3.1627,396.76,976.85,tri_up,0.877
14,4.3594,4.7141,401.57,918.53,wide_dia,0.607
14,4.5627,5.284,409.54,901.87,circle,0.762
14,4.8277,4.1646,419.41,936.7,square,0.722
14,4.864,3.2394,420.72,973.43,wide_dia,0.871
14,5.0745,2.2254,428.13,1028.33,hexag,0.833
14,5.1631,3.4021,431.15,966.3,tri_right,0.919
14,5.1879,2.4909,431.99,1011.87,hexag,0.812
14,5.6522,4.2352,446.98,934.33,circle,0.796
14,6.9354,2.8662,482.76,991.52,circle,0.959
14,7.5263,4.3311,497.06,931.22,tri_right,0.797
14,7.757,5.3251,502.34,901.03,circle,0.798
14,8.0413,4.5225,508.63,924.94,tri_up,0.848
14,8.1055,3.3296,510.02,969.71,diamond,0.817
14,8.1121,7.0874,510.17,859.27,hexag,0.877
14,8.3008,5.66,514.19,892.16,circle,0.685
14,8.9194,3.4311,526.76,965.37,circle,0.902
14,8.9274,5.9915,526.91,883.88,tri_up,0.804
14,10.5561,5.5135,556.22,896.12,circle,0.895
14,11.5504,6.9068,571.96,863.23,square,0.842
14,12.5512,4.434,586.49,928.08,hexag,0.966
14,12.7733,6.65,589.56,868.83,wide_dia,0.911
14,12.9555,6.0798,592.04,881.94,tri_down,0.92
14,13.7833,4.6003,602.87,922.75,hexag,0.978
14,14.1376,6.2389,607.31,878.21,tri_right,0.972
14,15.4698,7.1911,623.05,857.49,hexag,0.925
14,15.9703,4.4468,628.62,927.79,circle,0.981
14,16.7101,5.0091,636.54,910.4,wide_dia,0.958
14,17.5735,8.7418,645.35,829.01,hexag,0.749
14,18.0992,5.3069,650.5,902.0,tri_up,0.854
14,18.3415,7.956,652.83,842.81,circle,0.653
14,19.6838,4.3485,665.18,931.17,hexag,0.922
14,19.7552,8.3271,665.81,836.18,circle,0.699
14,22.8793,5.9865,691.49,884.52,circle,0.801
14,24.2082,6.482,701.36,872.92,tri_left,0.471
14,25.7806,9.1041,712.37,823.28,circle,0.916
14,26.5316,5.7489,717.39,890.52,diamond,0.727
14,27.5093,6.5743,723.72,870.92,hexag,0.706
14,28.3125,10.3499,728.75,804.57,hexag,0.977
14,30.889,7.5138,743.98,851.45,tri_down,0.93
14,31.9363,10.569,749.81,801.57,hexag,0.757
14,33.6729,10.9615,759.07,796.27,tri_right,0.578
14,34.0769,7.3385,761.16,854.95,square,0.796
14,35.6771,11.8526,769.18,784.87,tri_left,0.592
14,36.5047,13.4786,773.19,766.08,circle,0.892
14,38.128,7.8705,780.8,844.78,circle,0.794
14,38.8559,11.9827,784.11,783.32,square,0.728
14,40.5301,8.9532,791.48,825.96,circle,0.783
14,41.1321,7.3201,794.06,855.42,tri_up,0.783
14,42.8022,7.8955,801.02,844.38,hexag,0.589
14,43.9293,12.1783,805.57,781.01,tri_up,0.861
14,44.311,8.5782,807.08,832.27,tri_down,0.613
14,46.4417,13.5479,815.29,765.45,circle,0.873
14,50.6571,10.1,830.49,808.46,hexag,0.91
14,53.5003,9.0739,840.04,824.15,circle,0.761
14,54.7664,10.0668,844.13,808.98,tri_down,0.713
14,56.3076,14.9367,848.98,751.28,tri_down,0.847
14,57.3077,9.1089,852.06,823.63,circle,0.746
14,58.9038,10.541,856.86,802.28,circle,0.877
14,64.9201,9.4622,873.87,818.13,square,0.891
14,65.6385,10.7678,875.79,799.23,tri_down,0.752
14,69.0437,11.0275,884.64,795.77,tri_right,0.605
14,70.0081,12.4976,887.06,777.47,diamond,0.56
14,70.6776,16.002,888.73,741.32,hexag,0.933
14,74.5267,12.8261,898.0,773.71,tri_right,0.697
14,77.6043,11.787,905.08,786.09,circle,0.682
14,78.8596,15.9231,907.88,742.1,tri_up,0.947
14,83.9034,9.3399,918.73,820.17,wide_dia,0.729
14,84.3919,13.1674,919.74,769.93,wide_dia,0.917
14,85.5687,14.7348,922.16,753.49,tri_left,0.83
14,87.7101,11.6801,926.48,787.48,wide_dia,0.769
14,87.8642,10.0688,926.79,809.2,tri_up,0.754
14,91.7714,13.9623,934.4,761.4,tri_up,0.721
14,95.2654,20.1846,940.93,707.5,circle,0.857
14,104.6046,21.6138,957.29,697.54,circle,0.897
14,105.3505,14.9301,958.53,751.67,square,0.867
